x,y,z
-322.75,586.191,-1015.32
-315.593,586.129,-1015.21
-305.569,594.686,-1030.03
-287.532,573.246,-992.894
-267.889,563.292,-975.654
-244.934,531.061,-919.827
-241.32,536.6,-929.422
-236.956,541.181,-937.357
-193.53,486.468,-842.591
-179.228,493.935,-855.524
-165.627,474.831,-822.435
-157.503,467.411,-809.583
-149.489,461.991,-800.196
-143.247,459.45,-795.793
-137.156,456.881,-791.343
-131.612,456.278,-790.299
-126.074,454.65,-787.479
-120.051,452.031,-782.943
-113.645,451.437,-781.914
-108.47,450.748,-780.721
-103.055,450.059,-779.527
-97.7455,449.349,-778.298
-92.3693,448.628,-777.049
-87.0133,447.891,-775.772
-81.9341,447.126,-774.448
-76.8743,447.351,-774.837
-71.7266,447.564,-775.207
-66.4279,446.766,-773.824
-61.0131,444.954,-770.686
-56.1041,446.118,-772.701
-51.2272,446.264,-772.955
-46.092,446.404,-773.198
-40.6809,443.533,-768.224
-35.5017,441.642,-764.95
-30.7641,446.734,-773.769
-25.395,442.817,-766.984
-20.6474,444.879,-770.556
-15.9649,454.929,-787.963
-11.7418,456.961,-791.483
-6.48464,456.987,-791.528
-1.31445,456.998,-791.547
3.94338,456.995,-791.541
9.20064,456.976,-791.508
14.4333,458.942,-794.914
19.5765,461.895,-800.029
24.9438,462.831,-801.649
30.3336,463.751,-803.243
35.8992,466.654,-808.271
41.5304,470.541,-815.003
46.2436,473.434,-820.015
52.4699,481.284,-833.612
58.608,486.116,-841.981
63.9199,485.949,-841.691
69.5097,485.757,-841.359
75.1582,486.55,-842.732
80.5888,485.329,-840.617
86.1712,485.089,-840.202
91.8476,486.837,-843.23
108.765,486.971,-843.462
181.239,755.583,-1308.71
190.678,758.026,-1312.94
199.396,757.465,-1311.97
208.651,758.86,-1314.39
216.478,761.342,-1318.69
225.234,760.707,-1317.59
233.837,760.058,-1316.46
242.77,761.383,-1318.76
252.178,762.645,-1320.94
261.623,763.878,-1323.08
288.846,765.493,-1325.88
374.26,915.06,-1584.94
385.605,915.925,-1586.43
355.802,793.295,-1374.03
361.63,785.454,-1360.45
373.556,770.688,-1334.88
361.759,708.266,-1226.76
367.878,703.344,-1218.23
366.572,667.284,-1155.77
371.412,661.423,-1145.62
373.515,648.648,-1123.5
377.462,641.825,-1111.68
385.414,641.687,-1111.44
393.377,641.523,-1111.16
403.738,645.153,-1117.44
413.696,648.824,-1123.8
511.577,683.718,-1184.24
572.097,691.142,-1197.1
692.214,816.686,-1414.55
703.181,816.518,-1414.26
639.592,692.746,-1199.88
682.185,719.214,-1245.72
642.653,645.436,-1117.93
650.068,643.577,-1114.71
658.25,642.618,-1113.05
667.041,643.729,-1114.98
669.264,635.251,-1100.29
677.504,634.197,-1098.47
688.086,637.031,-1103.37
692.53,631.267,-1093.39
701.725,631.013,-1092.95
717.692,638.006,-1105.06
731.953,642.012,-1112
733.324,634.701,-1099.34
734.432,627.439,-1086.76
736.587,619.838,-1073.59
736.369,611.747,-1059.58
738.189,605.35,-1048.5
738.835,598.112,-1035.96
739.339,590.89,-1023.46
738.52,582.877,-1009.58
738.734,575.693,-997.133
737.497,566.568,-981.327
736.298,558.592,-967.514
736.052,551.475,-955.186
735.666,544.377,-942.892
737.296,538.986,-933.555
738.931,533.568,-924.17
741.275,527.874,-914.309
742.701,522.473,-904.953
742.86,516.27,-894.208
741.625,509.31,-882.154
743.913,504.753,-874.262
744.925,499.399,-864.987
747.044,494.854,-857.115
748.988,490.349,-849.312
749.616,483.799,-837.968
751.1,479.418,-830.38
750.391,473.332,-819.838
750.819,468.045,-810.681
749.89,461.996,-800.203
751.297,457.549,-792.501
752.715,453.073,-784.748
752.424,446.676,-773.669
752.361,441.46,-764.634
754.816,437.774,-758.25
754.333,432.69,-749.444
753.925,427.549,-740.539
756.169,423.881,-734.186
757.013,419.472,-726.549
756.354,414.37,-717.712
757.981,409.547,-709.36
758.503,405.207,-701.841
757.652,400.114,-693.02
759.476,396.484,-686.733
759.85,392.138,-679.206
758.452,387.235,-670.713
760.079,383.626,-664.463
761.649,380.021,-658.218
761.737,375.717,-650.764
761.101,370.326,-641.426
762.396,366.781,-635.286
763.705,363.204,-629.09
763.499,358.946,-621.716
761.757,354.021,-613.185
762.67,350.581,-607.226
765.144,347.746,-602.315
766.157,344.202,-596.178
766.335,339.597,-588.201
765.716,335.41,-580.95
766.539,331.893,-574.858
767.242,328.419,-568.841
767.954,324.915,-562.772
768.612,321.418,-556.714
767.49,317.401,-549.757
768.152,313.849,-543.604
768.638,310.378,-537.592
769.07,306.914,-531.593
771.484,303.782,-526.168
771.983,300.219,-519.996
772.195,296.812,-514.095
770.819,292.771,-507.096
770.976,289.348,-501.168
772.686,286.531,-496.287
772.689,283.158,-490.446
772.694,279.758,-484.557
774.273,276.949,-479.692
774.127,273.601,-473.892
774.604,269.779,-467.273
774.348,266.45,-461.507
774.093,263.094,-455.694
775.447,260.306,-450.865
776.712,257.556,-446.102
777.989,254.77,-441.276
777.693,251.33,-435.318
777.2,248.013,-429.573
778.302,245.278,-424.836
779.413,242.507,-420.036
778.782,239.214,-414.333
779.765,236.489,-409.613
779.577,232.767,-403.166
778.753,229.543,-397.581
781.38,227.299,-393.695
783.982,225.048,-389.796
790.039,223.775,-387.591
114.437,19.6538,-34.0415
114.662,19.3243,-33.4708
114.882,18.9942,-32.8991
115.106,18.6524,-32.3071
115.318,18.3211,-31.7331
115.527,17.9891,-31.1581
114.803,17.4666,-30.2531
115.012,17.1195,-29.652
115.203,16.794,-29.0882
115.395,16.4624,-28.5138
115.582,16.1302,-27.9384
115.763,15.8031,-27.3718
115.035,15.2307,-26.3804
115.209,14.8995,-25.8068
115.378,14.5679,-25.2325
115.549,14.2247,-24.6381
115.711,13.8922,-24.0621
115.869,13.5591,-23.4852
116.02,13.2312,-22.9172
116.171,12.8973,-22.3389
116.317,12.563,-21.7598
115.525,12.0202,-20.8198
115.668,11.6711,-20.2151
115.801,11.3383,-19.6385
115.929,11.005,-19.0613
116.052,10.677,-18.4931
116.173,10.343,-17.9146
116.29,10.0087,-17.3356
116.401,9.67964,-16.7657
115.564,9.1381,-15.8277
115.667,8.80556,-15.2517
115.765,8.47828,-14.6849
115.86,8.14519,-14.1079
115.952,7.81182,-13.5305
116.04,7.47818,-12.9526
116.123,7.14989,-12.384
116.203,6.81577,-11.8053
116.28,6.48142,-11.2262
